Tokenizer,Vocabulary Size,average compression,average code compression,average english compression,average multilingual compression,ar Compression,arxiv_test Compression,arxiv_train Compression,arz Compression,b3g_test Compression,b3g_train Compression,bg Compression,c Compression,c# Compression,c++ Compression,c4_train Compression,ca Compression,ccnet_test Compression,ccnet_train Compression,cs Compression,da Compression,dart Compression,de Compression,deduped_code_test Compression,deduped_code_train Compression,elixir Compression,en Compression,es Compression,fa Compression,fi Compression,fr Compression,go Compression,haskell Compression,hr Compression,hu Compression,id Compression,it Compression,ja Compression,java Compression,javascript Compression,ko Compression,kotlin Compression,lua Compression,markdown Compression,math_train Compression,mmlu Compression,nb Compression,nl Compression,perl Compression,php Compression,pl Compression,pt Compression,python Compression,ro Compression,ru Compression,ruby Compression,rust Compression,scala Compression,shell Compression,sl Compression,sr Compression,stack_exchange_test Compression,stack_exchange_train Compression,sv Compression,swift Compression,typescript Compression,uk Compression,vi Compression,wikipedia_test Compression,wikipedia_train Compression,zh Compression,average code renyi,average english renyi,average multilingual renyi,average renyi,cp,mp,msl,mt,nc,nrn,rsc,sp,u64,vs,ar Token Count,arxiv_test Token Count,arxiv_train Token Count,arz Token Count,b3g_test Token Count,b3g_train Token Count,bg Token Count,c Token Count,c# Token Count,c++ Token Count,c4_train Token Count,ca Token Count,ccnet_test Token Count,ccnet_train Token Count,cs Token Count,da Token Count,dart Token Count,de Token Count,deduped_code_test Token Count,deduped_code_train Token Count,elixir Token Count,en Token Count,es Token Count,fa Token Count,fi Token Count,fr Token Count,go Token Count,haskell Token Count,hr Token Count,hu Token Count,id Token Count,it Token Count,ja Token Count,java Token Count,javascript Token Count,ko Token Count,kotlin Token Count,lua Token Count,markdown Token Count,math_train Token Count,mmlu Token Count,nb Token Count,nl Token Count,perl Token Count,php Token Count,pl Token Count,pt Token Count,python Token Count,ro Token Count,ru Token Count,ruby Token Count,rust Token Count,scala Token Count,shell Token Count,sl Token Count,sr Token Count,stack_exchange_test Token Count,stack_exchange_train Token Count,sv Token Count,swift Token Count,typescript Token Count,uk Token Count,vi Token Count,wikipedia_test Token Count,wikipedia_train Token Count,zh Token Count,average c/e compression
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_126000,126000.0,0.8224114339,0.7360810213,0.8674561701,0.8636971103,0.7364814226,0.8152522201,0.8180252721,0.7320549787,0.9114904698,0.880118459,1.055497853,0.6930356584,0.70917309,0.7052376539,0.8590570069,0.8991559797,0.8490898383,0.8549371184,0.9515826771,0.9043634382,0.7247479112,0.8421489909,0.7262429823,0.7157108565,0.7643343849,0.8394669665,0.8447296792,0.6824726251,0.8632806649,0.9136795205,0.6934934054,0.8071850684,0.9276539658,0.9015057302,0.7286119868,0.9529588111,0.7512041918,0.7027543279,0.7292887691,0.5739339748,0.7159803675,0.7433201516,0.7249144165,0.8498242524,0.8697774058,0.8989883707,0.9498276488,0.7669278391,0.7248281248,0.8843522096,0.822734443,0.7232732596,0.9013156334,1.0111354,0.7688020726,0.7334111038,0.7437066688,0.7498639944,0.9295388977,1.052113692,0.7934236667,0.792738268,0.9141977528,0.7477876412,0.7381309326,1.033052924,0.7202591412,0.9068771603,0.8947435604,0.6683835931,0.4716917928,0.4470236168,0.5243806094,0.497673106,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,126000.0,778290.0,3779793.0,2873052.0,1533224.0,6809079.0,6011841.0,579253.0,1432565.0,731617.0,1833187.0,517843.0,285081.0,1108705.0,1029623.0,1143004.0,393399.0,813473.0,416601.0,1468618.0,1097816.0,768273.0,703407.0,413692.0,469131.0,657055.0,440071.0,1207406.0,1140249.0,439182.0,141357.0,209159.0,949815.0,1367423.0,827794.0,798235.0,418690.0,558416.0,1597340.0,938928.0,4106774.0,61308.0,392163.0,535945.0,1481259.0,832576.0,223849.0,232615.0,1147149.0,266017.0,423690.0,549592.0,1752180.0,872861.0,485186.0,633438.0,437532.0,809116.0,817723.0,315358.0,758567.0,571630.0,427968.0,165208.0,784232.0,883196.0,647131.0,0.7689248085
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_124000,124000.0,0.8234062239,0.7366357382,0.868329295,0.8652536386,0.7364984557,0.8155938683,0.8185941495,0.7325539257,0.9125326009,0.8810120693,1.0585755,0.6935015314,0.7096393343,0.7056754491,0.8597454562,0.8996448555,0.8498143223,0.8558264124,0.95323691,0.9059979172,0.7253412709,0.8433457048,0.7266252368,0.7163849631,0.7646507547,0.8404551264,0.8453585934,0.6838721034,0.8663800692,0.9147280062,0.6940482433,0.8081796713,0.9300872563,0.9015439953,0.7287095257,0.9544848455,0.7526880066,0.7033027486,0.7297519778,0.5754637708,0.7166496566,0.744220136,0.7258339471,0.8506035595,0.8705151304,0.8997517348,0.9517540828,0.767426954,0.7251720058,0.8861576631,0.8231942391,0.7238192695,0.9036433187,1.011965902,0.7693252461,0.7337601917,0.7444922435,0.7504311997,0.9308728102,1.05893089,0.7938982798,0.793303455,0.9153515231,0.7483712287,0.738505402,1.036046105,0.7207256303,0.908607118,0.8965012451,0.6707921789,0.4719708859,0.4474257685,0.5245484112,0.4979114216,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,124000.0,778308.0,3781377.0,2875050.0,1534269.0,6816864.0,6017945.0,580942.0,1433528.0,732098.0,1834325.0,518258.0,285236.0,1109651.0,1030694.0,1144991.0,394110.0,814139.0,417193.0,1469391.0,1098850.0,768591.0,704235.0,414000.0,470093.0,659414.0,440576.0,1208372.0,1141654.0,440334.0,141363.0,209187.0,951336.0,1370124.0,828440.0,798742.0,419806.0,558938.0,1599274.0,940119.0,4110540.0,61360.0,392496.0,537032.0,1482223.0,832971.0,224306.0,232745.0,1148015.0,266704.0,424038.0,549966.0,1753014.0,873783.0,485553.0,634347.0,440367.0,809600.0,818306.0,315756.0,759159.0,571920.0,429208.0,165315.0,785728.0,884931.0,649463.0,0.7695591274
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_122000,122000.0,0.8246059331,0.7371837211,0.8692265745,0.8674075037,0.736509811,0.8160267521,0.8190243666,0.7325591777,0.913918227,0.8819441821,1.061277779,0.6940264246,0.710229652,0.7062251937,0.8604538125,0.9002157361,0.8507095884,0.8565828522,0.9554214631,0.9070760757,0.7259203758,0.8441179087,0.7269258975,0.7169410685,0.76508054,0.841408677,0.8480498557,0.6841150482,0.8673917442,0.9160090274,0.6945720655,0.8087360826,0.9307357113,0.9135209597,0.7292250884,0.9577014571,0.7542020361,0.7038944655,0.7302224955,0.5777296785,0.7172445803,0.7448330003,0.726778956,0.851347895,0.8708698058,0.9005173912,0.9532994834,0.7679317642,0.7256194865,0.8954417238,0.8238803964,0.724418241,0.9045513531,1.013858395,0.7696735621,0.7341628566,0.7451150799,0.7512580522,0.9322786278,1.062756697,0.7943493584,0.7936010749,0.9162994701,0.7489765037,0.7390309505,1.040946231,0.7229665218,0.9104723733,0.8981221647,0.6721627593,0.4722450238,0.4478356645,0.524834341,0.4982066874,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,122000.0,778320.0,3783384.0,2876561.0,1534280.0,6827215.0,6024312.0,582425.0,1434613.0,732707.0,1835754.0,518685.0,285417.0,1110820.0,1031605.0,1147615.0,394579.0,814789.0,417575.0,1469999.0,1099703.0,769023.0,705034.0,415318.0,470260.0,660184.0,441193.0,1209284.0,1142440.0,440641.0,143241.0,209335.0,954542.0,1372880.0,829137.0,799257.0,421459.0,559402.0,1600591.0,941343.0,4114137.0,61385.0,392830.0,537904.0,1483198.0,833485.0,226656.0,232939.0,1148965.0,266972.0,424831.0,550215.0,1753976.0,874514.0,486088.0,635305.0,441958.0,810060.0,818613.0,316083.0,759773.0,572327.0,431238.0,165829.0,787341.0,886531.0,650790.0,0.7701944344499999
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_120000,120000.0,0.8255907679,0.737781199,0.8700734196,0.8689176852,0.7374655554,0.8165075184,0.8194611324,0.7325706368,0.9150936867,0.8829951698,1.063708555,0.694650975,0.7107870126,0.7067518559,0.861158851,0.9011682552,0.8515137196,0.8574181741,0.957151456,0.9082645787,0.7263498043,0.8450053367,0.7273037014,0.717527815,0.7667767992,0.8422631728,0.8484847866,0.6871103973,0.8684664847,0.9194846018,0.6950884208,0.8093172706,0.9326726274,0.9135464697,0.7299008935,0.9587228266,0.7552925109,0.7044462819,0.730691186,0.5804369788,0.7181536339,0.7454965876,0.7278328261,0.8521969383,0.8714230993,0.9011844751,0.9564700357,0.7684065446,0.7260425908,0.8996768357,0.8245382586,0.7249938842,0.9067773927,1.015874986,0.7699980976,0.7345198974,0.7457370642,0.7518422582,0.932670437,1.064670803,0.79477298,0.7939394116,0.9180388223,0.7494191233,0.7395887809,1.04209764,0.7236640755,0.9123410977,0.8998606009,0.6734961573,0.4725373796,0.4482368457,0.5251682468,0.4985334956,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,120000.0,779330.0,3785613.0,2878095.0,1534304.0,6835996.0,6031491.0,583759.0,1435904.0,733282.0,1837123.0,519110.0,285719.0,1111870.0,1032611.0,1149693.0,395096.0,815271.0,418014.0,1470763.0,1100603.0,770728.0,705750.0,415531.0,472319.0,661002.0,442867.0,1210183.0,1143261.0,441558.0,143245.0,209529.0,955560.0,1374865.0,829787.0,799770.0,423434.0,560111.0,1602017.0,942708.0,4118240.0,61424.0,393121.0,539693.0,1484115.0,833971.0,227728.0,233125.0,1149878.0,267629.0,425676.0,550447.0,1754829.0,875244.0,486466.0,635572.0,442754.0,810492.0,818962.0,316683.0,760222.0,572759.0,431715.0,165989.0,788957.0,888247.0,652081.0,0.7708542541500001
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_118000,118000.0,0.826703703,0.7384117965,0.8710510047,0.8706483077,0.7421846612,0.8168696569,0.8199292178,0.7364710174,0.9159944575,0.8839865736,1.065051495,0.6951623226,0.7113792689,0.7072450487,0.8618738429,0.9022027793,0.8524250684,0.8582634602,0.9593817981,0.9097588281,0.7270420573,0.846381962,0.7277724948,0.718033721,0.7675856312,0.8434959859,0.849364858,0.6918005409,0.8696555312,0.9200887787,0.6958224611,0.8101058739,0.9336041214,0.9159571686,0.7302144114,0.9601023777,0.7570460603,0.7051789243,0.731268598,0.58187082,0.7193434812,0.7461662244,0.7290048223,0.8530852987,0.8722885071,0.9024315322,0.9574057828,0.7688911624,0.7264221658,0.8999849875,0.8258150771,0.7255575479,0.9075566759,1.019454733,0.7703380204,0.7349217252,0.7462005704,0.752577925,0.9338385276,1.06605348,0.7952564186,0.7943611206,0.9203608576,0.750030313,0.7401982622,1.045093235,0.7243311113,0.9144225977,0.9021612937,0.6753377133,0.4728289207,0.4486835664,0.5254327679,0.498826001,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,118000.0,784317.0,3787292.0,2879739.0,1542473.0,6842725.0,6038263.0,584496.0,1436961.0,733893.0,1838405.0,519541.0,286047.0,1113060.0,1033629.0,1152372.0,395746.0,816048.0,418695.0,1471711.0,1101379.0,771541.0,706783.0,415962.0,475543.0,661907.0,443158.0,1211461.0,1144375.0,441999.0,143623.0,209619.0,956935.0,1378057.0,830650.0,800402.0,424480.0,561039.0,1603456.0,944226.0,4122533.0,61485.0,393665.0,540221.0,1485051.0,834407.0,227806.0,233486.0,1150772.0,267859.0,427176.0,550690.0,1755789.0,875788.0,486942.0,636368.0,443329.0,810985.0,819397.0,317484.0,760842.0,573231.0,432956.0,166142.0,790757.0,890518.0,653864.0,0.77157159855
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_116000,116000.0,0.8278680816,0.7390245854,0.8719897907,0.8725898687,0.7429662897,0.8174157764,0.8203406431,0.7370158006,0.9172150293,0.8849612881,1.07005882,0.6957109207,0.7121237089,0.7078113357,0.8626568503,0.9048900187,0.853241453,0.8590838361,0.9601868526,0.9111910088,0.7274973228,0.8476676208,0.7282234859,0.7186387219,0.7681954886,0.8444197007,0.852930066,0.6925846561,0.8713215103,0.9210604447,0.6965386959,0.8106934329,0.9344722484,0.9160528313,0.7374218383,0.9622303981,0.7598543763,0.7057120639,0.731748252,0.5831662118,0.7200153347,0.7468893764,0.7303790999,0.8540117347,0.8730829798,0.9036854665,0.9584726764,0.7694669049,0.726998493,0.900684255,0.8267806489,0.7260814904,0.9093219219,1.02120165,0.7708528008,0.7353892686,0.7469188345,0.7533027733,0.9356376219,1.067505891,0.7957418183,0.794909827,0.9211058802,0.7506760054,0.7405985571,1.047712268,0.7308881167,0.9163988663,0.9042462015,0.6770388028,0.4731288169,0.4491220374,0.5257075081,0.4991303166,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,116000.0,785143.0,3789824.0,2881184.0,1543614.0,6851843.0,6044921.0,587244.0,1438095.0,734661.0,1839877.0,520013.0,286899.0,1114126.0,1034617.0,1153339.0,396369.0,816559.0,419331.0,1472623.0,1102307.0,772154.0,707557.0,417708.0,476082.0,663175.0,443626.0,1212708.0,1145205.0,442410.0,143638.0,211688.0,959056.0,1383169.0,831278.0,800927.0,425425.0,561563.0,1605010.0,946006.0,4127010.0,61541.0,394212.0,540823.0,1486163.0,835069.0,227983.0,233759.0,1151603.0,268380.0,427908.0,551058.0,1756906.0,876631.0,487411.0,637594.0,443933.0,811480.0,819963.0,317741.0,761497.0,573541.0,434041.0,167646.0,792466.0,892576.0,655511.0,0.7722658867250001
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_114000,114000.0,0.8289044429,0.7396002765,0.8730402508,0.8740728014,0.7447651708,0.8181842692,0.8208007562,0.7374999463,0.9184365382,0.8862855998,1.072611681,0.6963601435,0.7124891436,0.7083883943,0.8634846484,0.9052748112,0.8547486247,0.8600246113,0.9623705731,0.912078363,0.7279035871,0.8486015428,0.7286250261,0.7191517992,0.7687366998,0.8453111928,0.8535058899,0.6942358077,0.8730663212,0.9224639622,0.697032651,0.8112293151,0.9354016302,0.9228129923,0.7377980597,0.9635176447,0.7610387912,0.7063598115,0.732350332,0.5856212877,0.7207384746,0.7475906569,0.7314731174,0.8548678137,0.8736646474,0.9046826538,0.9608084997,0.7701612131,0.7274860206,0.9015375985,0.8273642363,0.7265600371,0.9099453485,1.022492745,0.7714696979,0.735800305,0.7475161098,0.7540523498,0.9364168381,1.068621652,0.7962066254,0.7953877638,0.9228104454,0.7512300193,0.7410466292,1.050099572,0.7321131955,0.9183103771,0.9062379064,0.6785539809,0.4734262813,0.449564171,0.525847941,0.4993686189,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,114000.0,787044.0,3793387.0,2882800.0,1544628.0,6860968.0,6053967.0,588645.0,1439437.0,735038.0,1841377.0,520512.0,287021.0,1116094.0,1035750.0,1155962.0,396755.0,817015.0,419793.0,1473435.0,1103094.0,772698.0,708304.0,417990.0,477217.0,664503.0,444302.0,1213568.0,1145962.0,442850.0,144698.0,211796.0,960339.0,1385325.0,832041.0,801586.0,427216.0,562127.0,1606517.0,947423.0,4131147.0,61582.0,394647.0,542141.0,1487504.0,835629.0,228199.0,233924.0,1152362.0,268564.0,428449.0,551499.0,1757888.0,877332.0,487896.0,638125.0,444397.0,811954.0,820456.0,318329.0,762059.0,573888.0,435030.0,167927.0,794119.0,894542.0,656978.0,0.772960270075
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_112000,112000.0,0.8299938606,0.7402886197,0.8740946104,0.8755983516,0.7447774724,0.8187103298,0.8212842166,0.7375042434,0.9197248452,0.8875437399,1.074293544,0.6970983805,0.7130610441,0.7090296989,0.8644849736,0.9064607291,0.8557848053,0.860993618,0.9630482508,0.913282958,0.7285539663,0.8522523287,0.7290616765,0.7198324252,0.7692828853,0.846338736,0.8556437896,0.6957662144,0.8757899605,0.9236453253,0.6977867941,0.8119938497,0.937910961,0.9230680927,0.7380871928,0.9646594114,0.7635762739,0.7070287827,0.7328555675,0.5873059825,0.7215821379,0.7488578015,0.7325354803,0.8557710733,0.8745300552,0.9055537599,0.9619037492,0.7711666914,0.72794656,0.9019247636,0.8285844645,0.7270776746,0.911070227,1.023991466,0.7721677289,0.7362100856,0.7482139251,0.7549224768,0.9397949091,1.070052421,0.7966449561,0.7957997784,0.9244454365,0.7519595038,0.7416005857,1.052979301,0.7341579,0.9204739807,0.9081070293,0.6808210675,0.4737502424,0.4500365065,0.5261129159,0.4996810046,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,112000.0,787057.0,3795826.0,2884498.0,1544637.0,6870592.0,6062561.0,589568.0,1440963.0,735628.0,1843044.0,521115.0,287397.0,1117447.0,1036917.0,1156776.0,397279.0,817745.0,421599.0,1474318.0,1104138.0,773247.0,709165.0,419037.0,478269.0,666576.0,444871.0,1214881.0,1147042.0,444038.0,144738.0,211879.0,961477.0,1389944.0,832829.0,802139.0,428445.0,562785.0,1609240.0,948799.0,4135512.0,61643.0,395027.0,542759.0,1489446.0,836158.0,228297.0,234269.0,1153183.0,268896.0,429077.0,551998.0,1758867.0,878151.0,488459.0,640427.0,444992.0,812401.0,820881.0,318893.0,762799.0,574317.0,436223.0,168396.0,795990.0,896387.0,659173.0,0.773740117375
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_110000,110000.0,0.8313705417,0.7409731367,0.875140289,0.8779981996,0.7467315437,0.8196871762,0.8217238296,0.741847708,0.9212308151,0.88858975,1.077968863,0.6976489137,0.713655239,0.7095525141,0.8654006941,0.9076939575,0.8567405727,0.8619667764,0.9649131132,0.9148116901,0.7291446533,0.8530952843,0.7296155252,0.720515007,0.7701832457,0.8473078011,0.8568260664,0.701012076,0.8773416334,0.9245235619,0.6984283613,0.8124865499,0.9390916983,0.9231191128,0.7382962047,0.9666640246,0.7660104773,0.7078157578,0.7334037435,0.5887740933,0.7225924824,0.7495358146,0.7336735056,0.8567751089,0.8752819669,0.9064821756,0.9637805602,0.7716725371,0.7284697816,0.906448274,0.8290159655,0.727709432,0.9134148531,1.029022204,0.7726853069,0.7366236334,0.7491196366,0.7561187082,0.9413166553,1.072281537,0.7971587934,0.7963213403,0.9263007456,0.7528417857,0.7422462227,1.055171082,0.7463302132,0.9226479918,0.9103398461,0.6836624138,0.4740899998,0.4505260765,0.5261031102,0.499865462,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,110000.0,789122.0,3800355.0,2886042.0,1553734.0,6881842.0,6069706.0,591585.0,1442101.0,736241.0,1844403.0,521667.0,287788.0,1118695.0,1038089.0,1159016.0,397944.0,818408.0,422016.0,1475438.0,1105185.0,774152.0,709977.0,419616.0,481875.0,667757.0,445294.0,1215998.0,1147738.0,444597.0,144746.0,211939.0,963475.0,1394375.0,833756.0,802739.0,429516.0,563573.0,1610697.0,950273.0,4140364.0,61696.0,395432.0,543818.0,1490423.0,836759.0,229442.0,234391.0,1154185.0,269588.0,431185.0,552368.0,1759855.0,879214.0,489233.0,641464.0,445919.0,812925.0,821419.0,319533.0,763694.0,574817.0,437131.0,171188.0,797870.0,898591.0,661924.0,0.774514924775
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_108000,108000.0,0.832609345,0.7416322297,0.8764898598,0.8797059455,0.7467514156,0.8201394718,0.8223550615,0.7418754008,0.9225884637,0.8895928656,1.079596061,0.6982067034,0.7143231025,0.7102122845,0.8664043371,0.9085707797,0.8577124228,0.862913364,0.9671068241,0.9162668592,0.729994601,0.8536390614,0.7301397034,0.7211943292,0.7704558411,0.8486599572,0.858132901,0.7050970397,0.8787724309,0.9256613246,0.6990750978,0.8131802943,0.9425747677,0.9232147754,0.7385609531,0.9691793226,0.7676360264,0.7085127444,0.7339172017,0.5904724959,0.7233720376,0.7501593819,0.7350091799,0.8577025795,0.8769985955,0.907456439,0.9659427032,0.7723207652,0.7290426265,0.9073845813,0.8315589918,0.728230222,0.9145498962,1.030396827,0.7731385375,0.7370581097,0.7499946748,0.757015109,0.942924981,1.073695474,0.7977118549,0.7967643771,0.9277994875,0.7535535259,0.7429176852,1.063139219,0.7481787307,0.9248624765,0.9127894608,0.6853366494,0.4744195921,0.4510802287,0.5260635536,0.5000333764,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,108000.0,789143.0,3802452.0,2888259.0,1553792.0,6891984.0,6076558.0,592478.0,1443254.0,736930.0,1846118.0,522272.0,288066.0,1119964.0,1039229.0,1161651.0,398577.0,819362.0,422285.0,1476498.0,1106227.0,774426.0,711110.0,420256.0,484683.0,668846.0,445842.0,1217124.0,1148718.0,446246.0,144761.0,212015.0,965982.0,1397334.0,834577.0,803301.0,430755.0,564181.0,1612037.0,952003.0,4144846.0,61817.0,395857.0,545038.0,1491675.0,837417.0,229679.0,235110.0,1155011.0,269923.0,431761.0,552692.0,1760893.0,880241.0,489813.0,642560.0,446507.0,813489.0,821876.0,320050.0,764416.0,575337.0,440432.0,171612.0,799785.0,901009.0,663545.0,0.775346637225
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_106000,106000.0,0.8338418458,0.7422898777,0.877540784,0.8816948758,0.7495391609,0.8205766694,0.8228584526,0.7429382294,0.9236979284,0.8909157134,1.081170417,0.6987103107,0.714982242,0.7109547667,0.8673532359,0.9098513187,0.8587240964,0.8638300593,0.9708998211,0.917174903,0.7305549962,0.854601284,0.7307622886,0.7218130208,0.7710836062,0.8497352376,0.8605954673,0.7067089129,0.8798984121,0.9269132788,0.6996477411,0.8142251583,0.9435337207,0.9296433058,0.7387455803,0.9702398212,0.7708102145,0.7091121019,0.7344315735,0.592747999,0.7240426088,0.7509448906,0.7362344487,0.8587266875,0.8780058734,0.9102187622,0.9676050722,0.7728079718,0.7296677064,0.9078073024,0.8332849958,0.7287573169,0.9152478629,1.036618428,0.7737246597,0.7375323503,0.7505646851,0.7578064145,0.9442001955,1.076773433,0.7982296147,0.7973072669,0.9298345296,0.7544013052,0.7434884282,1.064165108,0.7497656655,0.927171785,0.915137768,0.6876181958,0.4747710435,0.4515649566,0.5263433307,0.5003663367,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,106000.0,792089.0,3804479.0,2890027.0,1556018.0,6900272.0,6085594.0,593342.0,1444295.0,737610.0,1848048.0,522844.0,288472.0,1121285.0,1040333.0,1166207.0,398972.0,819991.0,422761.0,1477757.0,1107176.0,775057.0,712011.0,421462.0,485791.0,669703.0,446445.0,1218121.0,1150194.0,446700.0,145769.0,212068.0,967039.0,1403112.0,835283.0,803864.0,432415.0,564704.0,1613725.0,953590.0,4149795.0,61888.0,397062.0,545976.0,1492616.0,838135.0,229786.0,235598.0,1155847.0,270129.0,434368.0,553111.0,1762026.0,880910.0,490325.0,643429.0,447787.0,814017.0,822436.0,320752.0,765276.0,575779.0,440857.0,171976.0,801782.0,903327.0,665754.0,0.7761026042749999
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_104000,104000.0,0.8351660808,0.7432001014,0.8787475439,0.8835505971,0.7516853273,0.8211833969,0.8235790876,0.7463382307,0.9254468614,0.8921615561,1.082926989,0.6993929138,0.7156462282,0.7115122054,0.8682988169,0.9112548651,0.8598406901,0.8649701161,0.9725515564,0.9192507603,0.7316036215,0.8551834692,0.7347292298,0.7224095465,0.7717521611,0.8508880909,0.8640402015,0.7105771175,0.8806919857,0.9284766644,0.7004076278,0.8150080984,0.9442751139,0.9297070809,0.7425077944,0.9720999578,0.7723725875,0.7098625722,0.7350784211,0.5940817728,0.7250080776,0.7518318453,0.7374851956,0.8597896988,0.8788145332,0.9123804808,0.9695066947,0.7733738769,0.7302771159,0.9085895339,0.8337907715,0.7294577984,0.9160034288,1.03922687,0.7744031066,0.7380626793,0.7516518796,0.7586889056,0.945710202,1.078632232,0.7988042496,0.7979693985,0.9312897877,0.7553930098,0.7441715122,1.067986241,0.7521591469,0.9300535061,0.9178112723,0.6896704513,0.4748358398,0.4521015303,0.5265610546,0.500559522,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,104000.0,794357.0,3807292.0,2892558.0,1563139.0,6913337.0,6094104.0,594306.0,1445706.0,738295.0,1849497.0,523414.0,288917.0,1122743.0,1041706.0,1168191.0,399875.0,821168.0,423049.0,1485779.0,1108091.0,775729.0,712977.0,423149.0,488450.0,670307.0,447198.0,1219444.0,1151300.0,447051.0,145779.0,213148.0,968893.0,1405956.0,836167.0,804572.0,433388.0,565457.0,1615631.0,955210.0,4154932.0,61945.0,398005.0,547049.0,1493709.0,838835.0,229984.0,235741.0,1156958.0,270352.0,435461.0,553596.0,1763293.0,882186.0,490896.0,644458.0,448560.0,814603.0,823119.0,321254.0,766282.0,576308.0,442440.0,172525.0,804274.0,905966.0,667741.0,0.7770869620249999
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_102000,102000.0,0.8366577033,0.7439357717,0.8802182982,0.88581904,0.7554477426,0.8220979098,0.8242202848,0.7502982939,0.9278423575,0.8935573098,1.083415331,0.6999889216,0.7166019805,0.7122166017,0.8692377622,0.9146328386,0.8609718347,0.8659482565,0.9744638729,0.9214093761,0.7323493303,0.8572110098,0.7354289583,0.7232186048,0.7721252386,0.8521662543,0.8649876565,0.7181811437,0.8822673082,0.9296870945,0.7009716556,0.8156912243,0.9470505858,0.9299175388,0.742741191,0.9735918796,0.7739107887,0.7106699221,0.7358029271,0.5948850528,0.7258966166,0.7526857602,0.7388733704,0.8610103926,0.8798927462,0.9141708331,0.971314388,0.7738020595,0.7308752077,0.9099485624,0.8345193716,0.7304155223,0.9205910355,1.041064474,0.7751221204,0.7387030924,0.7523820722,0.7598109522,0.9479495314,1.082955802,0.7994210505,0.7985200438,0.9335480467,0.75606729,0.7446208755,1.074025708,0.7534627005,0.9330323639,0.9206792869,0.6911030022,0.475200092,0.4526794521,0.5263935936,0.5006703136,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,102000.0,798333.0,3811532.0,2894810.0,1571433.0,6931232.0,6103638.0,594574.0,1446938.0,739281.0,1851328.0,523980.0,289988.0,1124220.0,1042884.0,1170488.0,400814.0,822005.0,424052.0,1487194.0,1109332.0,776104.0,714048.0,423613.0,493677.0,671506.0,447781.0,1220426.0,1152265.0,448365.0,145812.0,213215.0,970380.0,1408756.0,837118.0,805365.0,433974.0,566150.0,1617466.0,957008.0,4160831.0,62021.0,398786.0,548069.0,1494536.0,839522.0,230328.0,235947.0,1158477.0,271706.0,436231.0,554110.0,1764823.0,883043.0,491622.0,645984.0,450358.0,815232.0,823687.0,322033.0,766966.0,576656.0,444942.0,172824.0,806850.0,908797.0,669128.0,0.778006403325
